timestamp,neartime,r_x,r_y,r_z,x,y
1573094144.710533,1573094144.720621,22.70302963256836,-14.71882152557373,65.43997192382812,320.0,55.0
1573094144.781427,1573094144.781357,23.46756935119629,-14.883612632751465,64.09073638916016,319.0,57.0
1573094144.91245,1573094144.915324,23.75757598876953,-14.292268753051758,64.5018310546875,321.0,56.0
1573094144.968971,1573094144.98241,24.161773681640625,-14.150568008422852,64.7446060180664,323.0,62.0
1573094145.087349,1573094145.055366,24.880250930786133,-14.022446632385254,63.998573303222656,323.0,61.0
1573094145.312982,1573094145.314823,26.040058135986328,-12.677462577819824,64.53816986083984,321.0,67.0
1573094145.3839998,1573094145.389654,26.773921966552734,-12.428346633911133,64.43766021728516,322.0,69.0
1573094145.495678,1573094145.518616,26.008928298950195,-11.234772682189941,64.20769500732422,328.0,74.0
1573094145.621139,1573094145.649958,26.252758026123047,-9.681215286254883,63.497642517089844,333.0,74.0
1573094145.7193131,1573094145.716871,26.335615158081055,-9.5637788772583,64.1740951538086,341.0,78.0
1573094145.772307,1573094145.781768,26.217544555664062,-9.169137001037598,64.1740951538086,345.0,80.0
1573094145.91133,1573094145.920103,25.807950973510742,-9.78976058959961,64.32183837890625,362.0,86.0
1573094145.968648,1573094145.981462,26.000370025634766,-9.914606094360352,64.6705322265625,366.0,89.0
1573094146.091394,1573094146.125475,26.418319702148438,-12.363893508911133,64.30709838867188,384.0,100.0
1573094146.2157779,1573094146.188122,28.031360626220703,-12.922550201416016,64.07500457763672,397.0,107.0
1573094146.300465,1573094146.324366,28.703895568847656,-15.566316604614258,64.40943145751953,414.0,118.0
1573094146.390678,1573094146.385641,29.626651763916016,-16.44162368774414,63.75225067138672,419.0,122.0
1573094146.526759,1573094146.519304,30.066020965576172,-19.360849380493164,63.96080780029297,435.0,139.0
1573094146.5794618,1573094146.582445,30.50078010559082,-20.33627700805664,63.96080780029297,437.0,145.0
1573094146.7016869,1573094146.721839,30.513723373413086,-24.329381942749023,63.81889724731445,443.0,165.0
1573094146.77728,1573094146.781302,29.764801025390625,-24.630651473999023,63.90739822387695,442.0,173.0
1573094146.911085,1573094146.919306,28.33778953552246,-28.154783248901367,63.789695739746094,444.0,213.0
1573094147.018999,1573094147.049052,26.79444122314453,-29.16083526611328,62.89995574951172,443.0,237.0
1573094147.1150448,1573094147.115727,24.739303588867188,-33.24205780029297,62.89232635498047,447.0,272.0
1573094147.212125,1573094147.201614,21.932897567749023,-35.32502365112305,62.34294891357422,451.0,288.0
1573094147.327508,1573094147.331672,19.64923858642578,-38.91321563720703,63.06557083129883,460.0,307.0
1573094147.3822222,1573094147.393018,19.461257934570312,-40.8619270324707,63.882591247558594,463.0,317.0
1573094147.50231,1573094147.526639,17.271257400512695,-44.142478942871094,62.76020431518555,473.0,334.0
1573094147.57865,1573094147.588154,17.52146339416504,-44.69123840332031,63.77311706542969,474.0,338.0
1573094147.700473,1573094147.716954,16.81732177734375,-45.50587463378906,63.85291290283203,476.0,334.0
1573094147.9182491,1573094147.965971,18.138450622558594,-45.994911193847656,63.81459426879883,484.0,331.0
1573094148.110316,1573094148.117911,19.131778717041016,-45.95012664794922,63.888099670410156,489.0,331.0
1573094148.208431,1573094148.182366,19.52058219909668,-46.239356994628906,63.53977966308594,493.0,340.0
1573094148.320735,1573094148.320398,20.20623207092285,-47.26177215576172,62.817386627197266,504.0,359.0
1573094148.380949,1573094148.390895,18.712663650512695,-48.78076171875,62.817386627197266,501.0,359.0
1573094148.51652,1573094148.517931,19.875682830810547,-49.47566604614258,63.08323287963867,497.0,359.0
1573094148.608588,1573094148.592134,19.154815673828125,-50.496803283691406,62.57823944091797,514.0,359.0
1573094148.820322,1573094148.797877,19.519590377807617,-52.38072204589844,62.90126037597656,508.0,359.0
